ticker	close_price	day_1	day_5	df_size	skew_1	skew_60	skew_120	cutoff_1	cutoff_60	cutoff_120	created_date	longName	industry	sector	url
LIN	320.489990234375	320.48406206354275	320.48452502921987	1643.0	0.3029513432778318	-0.7949594379399634	-0.3028831213752461	26.666666666666668	7.000000000000001	5.5	20220525.0	Linde plc	Specialty Chemicals	Basic Materials	https://www.linde.com
CCL	11.760000228881836	11.760000228881836	11.760000228881836	1643.0	-0.1099350850018551	-0.6258007775329435	-0.665740789380916	20.0	0.0	0.0	20220525.0	Carnival Corporation & plc	Travel Services	Consumer Cyclical	https://www.carnivalcorp.com
CUK	10.949999809265137	10.949999809265137	10.949999809265137	1643.0	-0.1173033709348804	-0.7959378184954192	-0.4904802696192983	20.0	0.0	0.0	20220525.0	Carnival Corporation & plc	Leisure	Consumer Cyclical	https://www.carnivalcorp.com
CUKPF	11.039999961853027	11.119327234630012	11.119327234630012	1643.0	-2.62829049328255	-0.7444113412155824	-0.5052961728139188	10.0	0.0	0.0	20220525.0	Carnival Corporation & plc	Leisure	Consumer Cyclical	https://www.carnivalcorp.com
STE	228.57000732421875	228.6057057634629	228.6593923340476	1643.0	-0.925083129613598	-0.1201545851688496	-0.3819282830778001	11.666666666666666	1.5	4.0	20220525.0	STERIS plc	Medical Devices	Healthcare	https://www.steris.com
MMM	145.75	145.75	145.75	1643.0	-0.0148854157231926	-0.224132389830618	0.8889864036885045	8.333333333333332	18.5	19.0	20220525.0	3M Company	Conglomerates	Industrials	https://www.3m.com
AXP	155.6300048828125	155.6300048828125	155.6300048828125	1643.0	-0.6103649476541863	-0.7974391152876329	-0.3571002166080687	21.666666666666668	4.5	0.0	20220525.0	American Express Company	Credit Services	Financial Services	https://www.americanexpress.com
AAPL	140.36000061035156	140.52695722017972	140.52695722017972	1643.0	-0.2092599785621452	-0.2199734699610799	-1.2347256937040292	18.33333333333333	1.0	1.5	20220525.0	Apple Inc.	Consumer Electronics	Technology	https://www.apple.com
BA	119.4000015258789	119.57875952950877	119.14276089652583	1643.0	-0.3877918424036156	-2.1303673374279986	-1.6152872966557668	16.666666666666664	6.0	1.0	20220525.0	The Boeing Company	Aerospace & Defense	Industrials	https://www.boeing.com
CAT	205.64999389648438	e	r	1643.0	0.0178278011977414	0.0743229658488747	0.0957028507694025	13.333333333333334	0.0	0.0	20220525.0	Caterpillar Inc.	Farm & Heavy Construction Machinery	Industrials	https://www.caterpillar.com
CVX	172.63999938964844	172.8424075240497	172.904578230461	1643.0	-0.7418368847874087	-0.5862891494742497	-0.0506799891123825	13.333333333333334	16.0	28.000000000000004	20220525.0	Chevron Corporation	Oil & Gas Integrated	Energy	https://www.chevron.com
CSCO	43.77000045776367	43.76371104154518	43.65441070006165	1643.0	-2.4996250510533	-0.415231687687574	-0.3483768148008683	16.666666666666664	4.5	3.0	20220525.0	Cisco Systems, Inc.	Communication Equipment	Technology	https://www.cisco.com
KO	64.0199966430664	64.03483164327189	64.06169356355362	1643.0	-1.9116678080190697	0.0738852930974079	-0.1787546664330573	10.0	2.0	0.5	20220525.0	The Coca-Cola Company	Beverages—Non-Alcoholic	Consumer Defensive	https://www.coca-colacompany.com
DD	64.63999938964844	64.63999938964844	64.63999938964844	1643.0	-0.3024852685991209	0.1196774757951314	-0.3416581402016911	15.0	0.0	0.0	20220525.0	DuPont de Nemours, Inc.	Specialty Chemicals	Basic Materials	https://www.dupont.com
XOM	94.4000015258789	94.4000015258789	94.4000015258789	1643.0	-1.1850416902052394	-0.6507873133817242	-0.0515489275651798	18.33333333333333	5.0	8.0	20220525.0	Exxon Mobil Corporation	Oil & Gas Integrated	Energy	https://corporate.exxonmobil.com
GS-PK	25.149999618530273	25.180451402891112	25.452715849380112	1643.0	0.378400529995969	-0.0082726115278171	0.3033054659420592	8.333333333333332	8.0	22.0	20220525.0	The Goldman Sachs Group, Inc.	Capital Markets	Financial Services	https://www.goldmansachs.com
GS	313.95001220703125	313.95001220703125	313.95001220703125	1643.0	-0.0078297741581712	-0.1358198128080941	-0.2367962087743072	11.666666666666666	1.0	5.0	20220525.0	The Goldman Sachs Group, Inc.	Capital Markets	Financial Services	https://www.goldmansachs.com
HD	287.9200134277344	286.29097950713816	287.01785328315395	1643.0	-0.5280174080580474	-0.3731636010306684	-1.007341985206592	21.666666666666668	36.0	19.5	20220525.0	The Home Depot, Inc.	Home Improvement Retail	Consumer Cyclical	https://www.homedepot.com
IBM	133.8000030517578	133.2782501311401	133.61012154637024	1643.0	0.7183891018425123	0.0788370936888325	-0.1891484568081697	6.666666666666667	0.0	2.5	20220525.0	International Business Machines Corporation	Information Technology Services	Technology	https://www.ibm.com
INTC	41.66999816894531	41.67839828631842	41.65601924329305	1643.0	0.1830733741051062	0.1801624134319756	0.451553386622818	13.333333333333334	0.5	3.5000000000000004	20220525.0	Intel Corporation	Semiconductors	Technology	https://www.intel.com
JNJ	181.39999389648438	181.19029417440066	180.9942949591537	1643.0	0.2666646243466605	-0.6830449227361761	0.2067568614508355	8.333333333333332	5.0	0.5	20220525.0	Johnson & Johnson	Drug Manufacturers—General	Healthcare	https://www.jnj.com
JPM	126.36000061035156	126.15325734681188	126.19423732087733	1643.0	0.6030133880010171	-0.3251584526429226	-0.9065874066131192	18.33333333333333	14.499999999999998	16.0	20220525.0	JPMorgan Chase & Co.	Banks—Diversified	Financial Services	https://www.jpmorganchase.com
MCD	244.52000427246094	243.18900855427927	244.00069204582425	1643.0	-0.331944009833248	-1.0240401713422582	-0.5706400628157968	11.666666666666666	7.5	0.5	20220525.0	McDonald's Corporation	Restaurants	Consumer Cyclical	https://corporate.mcdonalds.com
NKE	107.29000091552734	107.29000091552734	107.29000091552734	1643.0	0.030954258701682	0.1349822550874408	-0.5608620361620937	30.0	32.5	26.0	20220525.0	NIKE, Inc.	Footwear & Accessories	Consumer Cyclical	https://www.nike.com
MRK	94.63999938964844	94.4267868954997	93.97443265063484	1643.0	0.997684181433771	0.1879820222721135	0.289533594189053	1.6666666666666667	8.0	1.5	20220525.0	Merck & Co., Inc.	Drug Manufacturers—General	Healthcare	https://www.merck.com
MSFT	259.6199951171875	259.81742908429294	259.7857144771862	1643.0	-0.0387540604950704	-0.1759822610143719	-0.8200505132055013	21.666666666666668	33.0	27.500000000000004	20220525.0	Microsoft Corporation	Software—Infrastructure	Technology	https://www.microsoft.com
PFE	53.40999984741211	53.43719815542357	53.33275644219714	1643.0	0.295812183895877	0.1242442903343971	-0.0293429404047096	18.33333333333333	24.0	36.5	20220525.0	Pfizer Inc.	Drug Manufacturers—General	Healthcare	https://www.pfizer.com
PG	147.6300048828125	147.93308064555956	145.84011673495007	1643.0	-0.9957988867145496	-0.1370752187382784	-0.2472401644024295	13.333333333333334	1.5	0.0	20220525.0	The Procter & Gamble Company	Household & Personal Products	Consumer Defensive	https://www.pginvestor.com
TRV	173.91000366210938	174.05679250220854	174.0352601307774	1643.0	-0.597367925355926	0.4779296907491539	0.3114155006180811	5.0	0.0	0.0	20220525.0	The Travelers Companies, Inc.	Insurance—Property & Casualty	Financial Services	https://www.travelers.com
UNH	497.55999755859375	495.02877019900563	496.23039911348724	1643.0	-0.6218856103856131	0.7612890468547003	0.1821256334132367	6.666666666666667	4.0	1.0	20220525.0	UnitedHealth Group Incorporated	Healthcare Plans	Healthcare	https://www.unitedhealthgroup.com
VZ	50.68000030517578	50.61097394850288	50.699155767735206	1643.0	-1.4178562338654783	0.19677605507892	0.1722394048269113	13.333333333333334	4.0	1.5	20220525.0	Verizon Communications Inc.	Telecom Services	Communication Services	https://www.verizon.com
V	202.6300048828125	203.24363276394982	203.17572609569075	1643.0	0.1076090355594648	0.3064192396996874	-0.0188632030401554	31.666666666666664	20.0	38.0	20220525.0	Visa Inc.	Credit Services	Financial Services	https://usa.visa.com
WMT	124.12999725341797	124.07461415533348	124.07654888306752	1643.0	-2.884097487550373	-0.0650489163842122	-0.5560214404836498	11.666666666666666	0.0	2.0	20220525.0	Walmart Inc.	Discount Stores	Consumer Defensive	https://www.stock.walmart.com
