ticker	close_price	day_1	day_5	df_size	skew_1	skew_60	skew_120	cutoff_1	cutoff_60	cutoff_120	created_date	longName	industry	sector	url
LIN	320.3299865722656	319.9451353875836	319.9755788600424	1643.0	0.3833870887372012	-0.7987758147780121	-0.2769897252070265	23.33333333333333	7.000000000000001	5.5	20220527.0	Linde plc	Specialty Chemicals	Basic Materials	https://www.linde.com
CCL	13.210000038146973	13.210000038146973	13.210000038146973	1643.0	-0.0959116076179716	-0.6129416768793328	-0.6547571135765149	20.0	0.0	0.0	20220527.0	Carnival Corporation & plc	Travel Services	Consumer Cyclical	https://www.carnivalcorp.com
CUK	12.279999732971191	12.279999732971191	12.279999732971191	1643.0	-0.1048014173548626	-0.763654977228382	-0.4945745517734214	20.0	0.0	0.0	20220527.0	Carnival Corporation & plc	Leisure	Consumer Cyclical	https://www.carnivalcorp.com
CUKPF	11.039999961853027	11.040522249490456	11.040522249490456	1643.0	-2.6282904932825493	-0.9275769133060676	-0.4836102026275868	10.0	0.0	0.0	20220527.0	Carnival Corporation & plc	Leisure	Consumer Cyclical	https://www.carnivalcorp.com
STE	230.7100067138672	230.59731225618032	230.71605003878025	1643.0	-0.9727237201949036	-0.088122851314744	-0.3544920930234837	11.666666666666666	1.5	4.0	20220527.0	STERIS plc	Medical Devices	Healthcare	https://www.steris.com
MMM	147.0399932861328	147.0399932861328	147.0399932861328	1643.0	-0.0071086894013427	-0.2128877491671008	0.8763724701075158	6.666666666666667	18.5	19.0	20220527.0	3M Company	Conglomerates	Industrials	https://www.3m.com
AXP	165.3699951171875	165.3699951171875	165.3699951171875	1643.0	-0.2649481529828894	-0.7488588683877077	-0.4113606952934726	20.0	4.5	0.0	20220527.0	American Express Company	Credit Services	Financial Services	https://www.americanexpress.com
AAPL	143.77999877929688	143.5490368223016	143.5490368223016	1643.0	-0.2348173958151602	-0.2138252001073122	-1.2995584444926425	18.33333333333333	1.0	2.0	20220527.0	Apple Inc.	Consumer Electronics	Technology	https://www.apple.com
BA	127.7300033569336	128.10567661017686	128.7077643287509	1643.0	-0.4105264351727177	-2.0446671994485386	-1.6587970592853756	15.0	7.000000000000001	0.5	20220527.0	The Boeing Company	Aerospace & Defense	Industrials	https://www.boeing.com
CAT	212.99000549316406	e	r	1643.0	-0.1885497905599147	0.0634265189734942	0.0957424393045096	11.666666666666666	0.0	0.0	20220527.0	Caterpillar Inc.	Farm & Heavy Construction Machinery	Industrials	https://www.caterpillar.com
CVX	176.58999633789062	176.70932757653625	176.79065058050193	1643.0	-0.8392801568290782	-0.6180066635614767	-0.0838370432487763	11.666666666666666	16.0	28.000000000000004	20220527.0	Chevron Corporation	Oil & Gas Integrated	Energy	https://www.chevron.com
CSCO	44.9900016784668	44.952627955050325	44.940879316206946	1643.0	-2.596771978768459	-0.464673206053526	-0.4372071443363305	15.0	5.5	3.5000000000000004	20220527.0	Cisco Systems, Inc.	Communication Equipment	Technology	https://www.cisco.com
KO	64.30000305175781	64.29549355974149	64.30094784607837	1643.0	-1.929959240299287	0.0762957621731164	-0.1325624216845944	10.0	2.0	1.5	20220527.0	The Coca-Cola Company	Beverages—Non-Alcoholic	Consumer Defensive	https://www.coca-colacompany.com
DD	67.37000274658203	67.37000274658203	67.37000274658203	1643.0	-0.3390864417625702	0.126486330683378	-0.3182251909509324	15.0	0.0	0.0	20220527.0	DuPont de Nemours, Inc.	Specialty Chemicals	Basic Materials	https://www.dupont.com
XOM	96.63999938964844	96.63999938964844	96.63999938964844	1643.0	-1.173532993691252	-0.6973736815303656	-0.0593736673296084	18.33333333333333	5.0	9.0	20220527.0	Exxon Mobil Corporation	Oil & Gas Integrated	Energy	https://corporate.exxonmobil.com
GS-PK	25.790000915527344	25.966391273397875	26.133282399053194	1643.0	0.5114143868225781	-0.0632941692765116	0.3289405511145787	10.0	8.0	22.0	20220527.0	The Goldman Sachs Group, Inc.	Capital Markets	Financial Services	https://www.goldmansachs.com
GS	323.6300048828125	323.6300048828125	323.6300048828125	1643.0	0.0303444611899579	-0.1326598058132275	-0.2216284179168167	10.0	1.0	5.0	20220527.0	The Goldman Sachs Group, Inc.	Capital Markets	Financial Services	https://www.goldmansachs.com
HD	302.80999755859375	302.9410219081885	303.0744405740927	1643.0	-0.4899940581458596	-0.3505760829017127	-0.9860164417981389	23.33333333333333	36.0	20.0	20220527.0	The Home Depot, Inc.	Home Improvement Retail	Consumer Cyclical	https://www.homedepot.com
IBM	136.88999938964844	136.4265227422279	136.73476466449168	1643.0	0.6909291454662035	0.0721348491067925	-0.1999709940262833	6.666666666666667	0.0	2.5	20220527.0	International Business Machines Corporation	Information Technology Services	Technology	https://www.ibm.com
INTC	43.47999954223633	43.21233628044728	43.39548252772228	1643.0	0.07084345249233	0.209746653445846	0.4507121627215493	11.666666666666666	1.0	3.5000000000000004	20220527.0	Intel Corporation	Semiconductors	Technology	https://www.intel.com
JNJ	179.4600067138672	179.28083521900703	179.1222722493113	1643.0	0.3251091373290152	-0.6779119693853266	0.2116521465457718	8.333333333333332	5.0	0.5	20220527.0	Johnson & Johnson	Drug Manufacturers—General	Healthcare	https://www.jnj.com
JPM	129.44000244140625	128.79370321462457	129.19651383084573	1643.0	0.6176667053164459	-0.311600952350772	-0.8604929896300982	16.666666666666664	14.499999999999998	16.5	20220527.0	JPMorgan Chase & Co.	Banks—Diversified	Financial Services	https://www.jpmorganchase.com
